Price,Adj Close,Close,High,Low,Open,Volume,RSI,SMA7,SMA14,SMA21,EMA7,EMA25,EMA99,EMA200,MACD,upper_band,lower_band,WR,CCI,Ulcer Index,close_next_day
Ticker,MSTR,MSTR,MSTR,MSTR,MSTR,MSTR,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,
2015-08-19 00:00:00+00:00,21.86199951171875,21.86199951171875,21.990999221801758,21.55900001525879,21.67300033569336,618000,68.89035995455072,21.8264285496303,21.527214459010533,20.705952508108957,21.777035722261584,20.592255073754515,18.652995876981485,17.811537320302406,0.9384429583685368,22.558944795213037,20.49548412280803,-32.53315754571005,61.525913136485094,0.8857414111738385,20.958999633789062
2015-08-20 00:00:00+00:00,20.958999633789062,20.958999633789062,21.67799949645996,20.91200065612793,21.672000885009766,1139000,55.25822794129275,21.74328558785575,21.568214416503906,20.82914297921317,21.572526700143452,20.62046619375717,18.699115952117634,17.842855353272423,0.8279052904524846,22.44982284790843,20.686605985099384,-72.14865414275693,16.074633171581024,1.6931945850959491,20.399999618530273
2015-08-21 00:00:00+00:00,20.399999618530273,20.399999618530273,20.84600067138672,20.06800079345703,20.555999755859375,1088000,48.81809321246418,21.557856968470983,21.57178579057966,20.944285801478795,21.279394929740157,20.603507226432026,18.733133625445888,17.86829957481728,0.6872742925437372,22.433813102908598,20.709758478250723,-87.13182810500471,-55.90190469324861,2.7098598175969673,19.606000900268555
2015-08-24 00:00:00+00:00,19.606000900268555,19.606000900268555,20.469999313354492,19.301000595092773,19.50200080871582,1273000,41.43182999120566,21.234285627092635,21.437500136239187,21.0139525277274,20.861046422372254,20.526775970573297,18.75059097094234,17.88559013526953,0.505922196514085,22.769020527298395,20.10597974517998,-90.8873530310145,-145.08355919037737,4.10259953822814,19.60300064086914
2015-08-25 00:00:00+00:00,19.60300064086914,19.60300064086914,20.356000900268555,19.41200065612793,20.291000366210938,1257000,41.40633619797248,20.909000124250138,21.293071610586985,21.09900020417713,20.546534976996476,20.455716329826824,18.767639164340874,17.902678797016794,0.3578323889431587,22.918187935620487,19.667955285553482,-90.9769932846742,-145.42022599670642,5.132407860057157,20.11400032043457
2015-08-26 00:00:00+00:00,20.11400032043457,20.11400032043457,20.2810001373291,19.7189998626709,20.079999923706055,1015000,47.34865956769665,20.616714477539062,21.208071572440012,21.094857352120535,20.438401312856,20.429430482950497,18.794566387462748,17.924681996254783,0.27849325615129317,22.94279677197994,19.473346372900085,-75.70959977022918,-112.61344323842127,5.6809496986234365,20.086999893188477
2015-08-27 00:00:00+00:00,20.086999893188477,20.086999893188477,20.65999984741211,19.802000045776367,20.381999969482422,1715000,47.076985015499254,20.375857216971262,21.10278579166957,21.077666873023624,20.35055095793912,20.40308966835342,18.820415057577264,17.946197597219296,0.21100537436992894,22.916188404541135,19.28938317879801,-76.51630506635544,-93.17100804250407,6.206260361370689,20.099000930786133
2015-08-28 00:00:00+00:00,20.099000930786133,20.099000930786133,20.138999938964844,19.850000381469727,19.957000732421875,687000,47.2219381304231,20.12400027683803,20.975214413234166,21.059476398286364,20.287663451150873,20.37969822700209,18.845986775041442,17.967618525911504,0.1566829813938,22.801794657148676,19.148634169319656,-76.15774405171668,-102.1667385745178,6.685524502193651,19.8700008392334
2015-08-31 00:00:00+00:00,19.8700008392334,19.8700008392334,20.099000930786133,19.558000564575195,20.099000930786133,1051000,44.705723706823605,19.968429020472936,20.855857304164342,21.034952617826917,20.183247798171504,20.34049073563527,18.86646705632528,17.98654770315849,0.09406932738386331,22.736535106210226,18.975179502118458,-82.99969455069319,-110.66758286179093,7.221331162823392,19.604000091552734
2015-09-01 00:00:00+00:00,19.604000091552734,19.604000091552734,19.913000106811523,19.399999618530273,19.399999618530273,1024000,41.91205634681924,19.854714802333287,20.706285885402135,20.999428794497536,20.03843587151681,20.283837609167385,18.88121771702983,18.002641756774352,0.022721597761851342,22.627896905223775,18.784674865580495,-90.94713219572462,-109.88133438786602,7.848460171103644,19.70199966430664
2015-09-02 00:00:00+00:00,19.70199966430664,19.70199966430664,19.865999221801758,19.22100067138672,19.865999221801758,949000,43.31741515215217,19.868428911481583,20.55135726928711,20.91447639465332,19.954326819714268,20.239080844178098,18.897633355975366,18.019550790680146,-0.025618926454647806,22.42142618282016,18.68128835575406,-85.96442992427932,-99.40479880395391,8.389646050750233,19.836999893188477
2015-09-03 00:00:00+00:00,19.836999893188477,19.836999893188477,20.05699920654297,19.61199951171875,19.687000274658203,529000,45.2813697331952,19.901857376098633,20.405428750174387,20.8293335324242,19.92499508808282,20.20815154025582,18.916420686719626,18.037634861351872,-0.052431353933354075,22.152829875282002,18.658027625066772,-82.02511778308988,-72.85798184845491,8.845078989936699,19.542999267578125
2015-09-04 00:00:00+00:00,19.542999267578125,19.542999267578125,19.753999710083008,19.322999954223633,19.547000885009766,530000,41.878311438944735,19.82028579711914,20.2185001373291,20.74547631399972,19.829496132956645,20.156985980819076,18.928952258336793,18.052613611662583,-0.09629377461142141,21.717357798643356,18.719642476014847,-88.96886818836433,-85.59728962766614,9.288294735015766,20.125
2015-09-08 00:00:00+00:00,20.125,20.125,20.250999450683594,19.70599937438965,19.749000549316406,746000,49.90448646407304,19.825714383806503,20.10078580038888,20.67709532238188,19.903372099717483,20.15452552075607,18.952873213170058,18.073234371745542,-0.08313414521030893,21.326846498299073,18.87472510247869,-67.36462809780778,-45.633308901750496,9.516495658305402,19.833999633789062
2015-09-09 00:00:00+00:00,19.833999633789062,19.833999633789062,20.2450008392334,19.75200080871582,20.219999313354492,645000,46.45053810367116,19.787857055664062,19.955928666251047,20.579428627377464,19.886028983235377,20.12986968329707,18.97049574158244,18.090754424104183,-0.09509020101588916,20.699821476064802,19.212035856437293,-75.0509053505929,-47.80489370764214,9.617300738764245,19.840999603271484
2015-09-10 00:00:00+00:00,19.840999603271484,19.840999603271484,19.891000747680664,19.599000930786133,19.799999237060547,1410000,46.54637675467542,19.783714021955216,19.876071521214076,20.498476210094633,19.874771638244404,20.107648907910487,18.987905818816223,18.108169799021272,-0.10281543006706784,20.37020708003964,19.38193596238851,-61.84621957632211,-57.135470576175805,9.53576131989135,20.11400032043457
2015-09-11 00:00:00+00:00,20.11400032043457,20.11400032043457,20.341999053955078,19.878999710083008,19.899999618530273,2107000,50.28350826115579,19.856571197509766,19.855642999921525,20.42304765610468,19.934578808791947,20.10813747810465,19.01042770884859,18.128128311672153,-0.08591843915037245,20.280197134556854,19.431088865286195,-37.94300483796143,-24.58779157226272,9.296520995576874,20.094999313354492
2015-09-14 00:00:00+00:00,20.094999313354492,20.094999313354492,20.32200050354004,19.520999908447266,20.106000900268555,730000,50.021379657838914,19.9127140045166,19.890571457999094,20.338476181030273,19.974683934932585,20.107126850046942,19.032119140938708,18.147699167410288,-0.07321667829438994,20.30761960616681,19.47352330983138,-39.26343694081781,-32.93721677864481,8.771482610948313,20.795000076293945
2015-09-15 00:00:00+00:00,20.795000076293945,20.795000076293945,20.868999481201172,20.11199951171875,20.11199951171875,877000,58.58656351053089,20.049571173531668,19.97571427481515,20.286809557960147,20.179762970272925,20.160040175142868,19.067376759645814,18.174040469986245,-0.006590261454281432,20.57154646925682,19.37988208037348,-4.4902583950020025,53.511350387369035,8.211493148219873,20.98699951171875
2015-09-16 00:00:00+00:00,20.98699951171875,20.98699951171875,21.141000747680664,20.760000228881836,20.780000686645508,1022000,60.58197911108716,20.255856922694615,20.038071359906876,20.230952399117605,20.381572105634383,20.223652431802552,19.105769214687275,18.20203011219254,0.0610012196532459,20.829398117208683,19.24674460260507,-8.020897387627864,127.21699874253818,7.831963622512093,20.989999771118164
2015-09-17 00:00:00+00:00,20.989999771118164,20.989999771118164,21.320999145507812,20.791000366210938,20.913999557495117,823000,60.613914958495236,20.37942831856864,20.10257135118757,20.193666639782133,20.53367902200533,20.282602227134525,19.143453825815893,18.22977110382364,0.11350167460806304,21.034117430613055,19.171025271762087,-15.761886423664219,165.61940237790077,7.4221910390502375,20.667999267578125
2015-09-18 00:00:00+00:00,20.667999267578125,20.667999267578125,21.1200008392334,20.597999572753906,20.639999389648438,1309000,55.42395975764005,20.498571123395646,20.143214089529856,20.136809485299246,20.56725908339853,20.312248153322493,19.173944734651137,18.254032080577417,0.12765439345427865,21.11918154705787,19.16724663200184,-31.095254876458213,135.45644455677467,7.005601095911148,20.850000381469727
2015-09-21 00:00:00+00:00,20.850000381469727,20.850000381469727,21.10300064086914,20.63800048828125,20.801000595092773,936000,57.63211806421738,20.64271409170968,20.21321405683245,20.13161904471261,20.63794440791633,20.35361370933382,19.207465847587507,18.279862610934554,0.15180656239403945,21.240011452338265,19.186416661326632,-22.42852887001319,133.55930338074555,6.440679845684026,20.707000732421875
2015-09-22 00:00:00+00:00,20.707000732421875,20.707000732421875,20.840999603271484,20.559999465942383,20.69099998474121,821000,55.313621681436004,20.727428436279297,20.29199981689453,20.146238145374117,20.655208489042714,20.38079732649444,19.237456545284196,18.304013239009056,0.15759183315050507,21.28854785911962,19.29545177466944,-29.238040915382687,90.10681388676085,5.666510834761067,20.827999114990234
2015-09-23 00:00:00+00:00,20.827999114990234,20.827999114990234,20.885000228881836,20.659000396728516,20.788000106811523,624000,56.893816705319,20.832142693655832,20.372428349086217,20.20442853655134,20.698406145529596,20.415197464071042,19.269267396678316,18.329127526332254,0.1699808269890788,21.347036048340126,19.39782064983231,-24.674686189472922,90.60546659536855,4.833608081517338,20.518999099731445
2015-09-24 00:00:00+00:00,20.518999099731445,20.518999099731445,20.90999984741211,20.389999389648438,20.698999404907227,1297000,51.85117878635805,20.792713982718332,20.421142578125,20.24804751078288,20.65355438408006,20.423182205275687,19.29426203073938,18.35091729323175,0.15310062633496457,21.3509792571891,19.4913058990609,-40.14015867848752,55.030183386637454,3.984234764162403,20.518999099731445
2015-09-25 00:00:00+00:00,20.518999099731445,20.518999099731445,21.45800018310547,20.344999313354492,20.731000900268555,1251000,51.85117878635805,20.72585678100586,20.490856851850236,20.26733316693987,20.619915562992908,20.43055273561844,19.318756772119222,18.372490246530255,0.13813066141980457,21.28304838344804,19.69866532025243,-48.47707538604849,71.61130181674811,2.8630033637559937,19.527999877929688
2015-09-28 00:00:00+00:00,19.527999877929688,19.527999877929688,20.400999069213867,19.336999893188477,20.400999069213867,1144000,38.9955806782224,20.516999653407506,20.448213985988072,20.240714118594216,20.346936641727105,20.361125592719308,19.32294163423543,18.383987854802886,0.04577384886197322,21.36850439040709,19.527923581569056,-90.99481571741389,-69.94158889354301,2.6745051509268265,19.472000122070312
2015-09-29 00:00:00+00:00,19.472000122070312,19.472000122070312,19.77899932861328,19.198999404907227,19.570999145507812,1064000,38.415961345965194,20.346142632620676,20.422356878008163,20.210856937226794,20.12820251181291,20.29273132574631,19.32592280399213,18.394813847512015,-0.03157433351099925,21.426725119644217,19.417988636372108,-87.91497905632292,-101.82943466967237,2.97167988058813,19.64699935913086
2015-09-30 00:00:00+00:00,19.64699935913086,19.64699935913086,19.760000228881836,19.3700008392334,19.760000228881836,1724000,41.34977070630318,20.174285343715123,20.408499717712402,20.200237819126674,20.007901723642398,20.243059636006663,19.332344335094906,18.407273404841558,-0.07785488673273022,21.449263061957478,19.367736373467327,-80.16822488299657,-86.48969411948923,3.349432135013168,19.93000030517578
2015-10-01 00:00:00+00:00,19.93000030517578,19.93000030517578,20.03700065612793,19.285999298095703,19.618000030517578,1492000,45.8429632778983,20.063285282679967,20.39535685947963,20.21576163882301,19.988426369025746,20.218978149019673,19.34429745449652,18.422424916287667,-0.09065177020790927,21.455137523070007,19.335576195889253,-67.64052021037398,-67.21603922648477,3.611108524532736,19.884000778198242
2015-10-02 00:00:00+00:00,19.884000778198242,19.884000778198242,19.968000411987305,19.381000518798828,19.756999969482422,1348000,45.23633466884753,19.928428377423966,20.3802855355399,20.224428358532133,19.96231997131887,20.193210658956488,19.355091520970554,18.436967959689763,-0.10331422784384614,21.462487398317187,19.298083672762615,-69.6767978168929,-66.94496386557971,3.875780180584298,20.099000930786133
