Price,Adj Close,Close,High,Low,Open,Volume,RSI,SMA7,SMA14,SMA21,EMA7,EMA25,EMA99,EMA200,MACD,upper_band,lower_band,WR,CCI,Ulcer Index,close_next_day
Ticker,META,META,META,META,META,META,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,
2015-08-19 00:00:00+00:00,95.02389526367188,95.30999755859375,96.0999984741211,94.16000366210938,94.62999725341797,23251300,57.56161077116971,94.29571424211774,94.44928632463727,94.92285737537202,94.62709839606325,93.5916977451333,87.25767528673767,83.21620887170212,1.0279581740367405,95.98825549201713,92.91031715725741,-45.43049516316304,31.48810829846561,3.305058500476682,90.55999755859375
2015-08-20 00:00:00+00:00,90.28814697265625,90.55999755859375,94.7699966430664,90.45999908447266,93.54000091552734,44598200,41.92024170290286,93.8585706438337,94.20285742623466,94.61428578694661,93.61032318669587,93.35849003847642,87.32372173217479,83.2892813959498,0.636139078096079,96.73114917157505,91.67456568089426,-98.79228878183983,-208.45992369878996,3.4875753648161005,86.05999755859375
2015-08-21 00:00:00+00:00,85.80166625976562,86.05999755859375,89.18000030517578,85.61000061035156,87.5199966430664,62778700,32.821130895727805,92.6971413748605,93.62571443830218,94.16761888776507,91.72274177967034,92.79706754002392,87.29844724870316,83.31685071100098,-0.03706550223459715,98.52503819092196,88.7263906856824,-96.57275672220689,-426.1127088187035,4.37094290678736,82.08999633789062
2015-08-24 00:00:00+00:00,81.84357452392578,82.08999633789062,82.08999633789062,72.0,77.02999877929688,83710700,27.2098272520946,91.07714080810547,92.77071435110909,93.45999981108166,89.31455541922541,91.97344667832135,87.1942782304869,83.30464320480088,-0.8807778434359932,100.45486584235827,85.08656285985991,-62.26627844439087,-434.8122309818274,5.791068491933835,83.0
2015-08-25 00:00:00+00:00,82.75084686279297,83.0,87.66999816894531,83.0,86.94999694824219,52021200,30.157421346655994,89.44571249825614,91.81071417672294,92.92809513636998,87.73591656441906,91.28318154921972,87.11039266587716,83.30161192913121,-1.4591757919191082,100.68704584575806,82.93438250768781,-58.8631231160116,-189.2574077293813,6.720965037289308,87.19000244140625
2015-08-26 00:00:00+00:00,86.92827606201172,87.19000244140625,87.45999908447266,83.26000213623047,85.94999694824219,45124300,41.83633643100288,88.48285566057477,91.2442855834961,92.54238092331659,87.59943803366585,90.96832161784945,87.11198486138774,83.34030238198967,-1.5614625848131425,100.21519461261667,82.27337655437552,-36.9709402358781,-126.45630948186461,7.040375695155796,89.7300033569336
2015-08-27 00:00:00+00:00,89.46064758300781,89.7300033569336,90.05999755859375,87.19000244140625,89.0999984741211,42431400,47.56089242641341,87.7057135445731,90.91785703386579,92.19666689918155,88.13207936448279,90.87306636700978,87.16434523129865,83.40388149616822,-1.421186208949436,99.75178665411488,82.08392741361669,-26.43151668257443,-57.65564119434932,7.1260712815360305,91.01000213623047
2015-08-28 00:00:00+00:00,90.73680114746094,91.01000213623047,91.4800033569336,89.79000091552734,89.87999725341797,33215900,50.21982217753449,87.0914284842355,90.69357136317662,91.99666704450335,88.8515600574197,90.88359988771907,87.24125836939729,83.47956428860665,-1.1929790465032113,99.34543441122864,82.0417083151246,-21.120318091954786,-20.198613340933164,7.183401150163672,89.43000030517578
2015-08-31 00:00:00+00:00,89.16153717041016,89.43000030517578,91.05000305175781,88.88999938964844,90.5999984741211,32850700,47.04857041729038,86.93000030517578,90.39428547450474,91.77857171921502,88.99617011935872,90.77178453521574,87.28503320811286,83.53877260717948,-1.1266290904086276,98.90931709562699,81.8792538533825,-27.676342702293724,-34.13587412068342,7.311466393685279,87.2300033569336
2015-09-01 00:00:00+00:00,86.96814727783203,87.2300033569336,89.38999938964844,86.5,86.8499984741211,36097400,42.97889333229803,87.0971439906529,89.8971426827567,91.44952428908576,88.55462842875244,90.49933982919404,87.28393261108928,83.57550127135615,-1.237304760673993,98.27935638511188,81.5149289804015,-36.80496132276615,-64.80476153298557,7.615496535845855,89.88999938964844
2015-09-02 00:00:00+00:00,89.62017059326172,89.88999938964844,89.88999938964844,87.62999725341797,88.80999755859375,27190500,48.7510974783888,88.21143014090401,89.64428547450474,91.2509529477074,88.88847116897644,90.45246748769054,87.33605394666047,83.63833209840384,-1.0977227132787135,97.79534370956094,81.49322723944854,-25.767632687367335,-33.48217086017518,7.703464987353628,88.1500015258789
2015-09-03 00:00:00+00:00,87.88539123535156,88.1500015258789,89.81999969482422,87.7300033569336,89.76000213623047,27048200,45.50600442435557,88.94714464460101,89.19642857142857,90.85619099934895,88.70385375820206,90.27535472139735,87.35233289824484,83.68322433151305,-1.1146571471782352,96.92682345562967,81.46603368722747,-32.98754129291337,-38.36221884553083,7.929245235340568,88.26000213623047
2015-09-04 00:00:00+00:00,87.99506378173828,88.26000213623047,88.38999938964844,86.69999694824219,87.19999694824219,27328700,45.75184794674255,89.10000174386161,88.7914287022182,90.52952430361793,88.59289085270916,90.12032759946143,87.37048628300455,83.72876440917193,-1.1064472430295496,96.06820904054777,81.51464836388863,-32.53110719616568,-47.79223613485899,8.12835215710166,89.52999877929688
2015-09-08 00:00:00+00:00,89.26124572753906,89.52999877929688,90.23999786376953,88.83000183105469,89.69000244140625,27012500,48.63312753800309,89.07142966134208,88.38857160295758,90.30238124302456,88.82716783435609,90.07491769021802,87.4136765329304,83.7864881342478,-0.9860956230327957,94.7786886563455,81.99845454956967,-27.261411248134202,-9.221591388235682,8.280892501990063,90.44000244140625
2015-09-09 00:00:00+00:00,90.16851043701172,90.44000244140625,91.9800033569336,90.16999816894531,90.77999877929688,32551100,50.65551482692242,88.99000113351005,88.04071480887276,90.12571461995442,89.23037648611863,90.10300113261711,87.4742030510999,83.8526922567071,-0.8079726015789532,93.31939852420794,82.76203109353759,-19.016226789733253,22.603288917244512,8.276661952102689,91.9800033569336
2015-09-10 00:00:00+00:00,91.70389556884766,91.9800033569336,92.05999755859375,89.62999725341797,90.06999969482422,26437400,53.95911434885479,89.35428728376117,88.14214379446847,90.04761941092355,89.91778320382237,90.247385919103,87.56431905721658,83.93356102387354,-0.5363607869325335,93.65972440109263,82.6245631878443,-0.3987747327809945,33.923557769879324,8.114668030544648,92.05000305175781
2015-09-11 00:00:00+00:00,91.773681640625,92.05000305175781,92.08000183105469,91.12999725341797,91.68000030517578,21185000,54.109508633136265,90.04285866873605,88.57000132969448,89.94571467808315,90.45083816580623,90.38604877546106,87.6540327371074,84.01432164106642,-0.31186311277133427,94.30027425184107,82.83972840754788,-0.14939629761627038,50.09710362692739,7.5876959400212645,92.30999755859375
2015-09-14 00:00:00+00:00,92.03289794921875,92.30999755859375,92.62000274658203,91.5999984741211,92.30999755859375,20127900,54.70137732595162,90.3885726928711,89.30000141688755,89.89238121396019,90.91562801400312,90.53404483570205,87.74715203353712,84.0968656800468,-0.11168032349266355,94.06483097414964,84.53517185962546,-3.222506231595677,64.54153309699791,6.462074146305173,92.9000015258789
2015-09-15 00:00:00+00:00,92.62112426757812,92.9000015258789,93.25,91.79000091552734,92.37000274658203,18859400,56.085535416531506,91.06714412144252,90.00714438302177,89.82000042143322,91.41172139197207,90.7160415041772,87.85020902338395,84.18445907154762,0.09349659795915954,93.62187096712442,86.39241779891911,-3.503488978615543,79.22079340541679,5.462868995602574,93.44999694824219
2015-09-16 00:00:00+00:00,93.16947937011719,93.44999694824219,93.5999984741211,92.62999725341797,92.9000015258789,16321200,57.39253433232746,91.80857195172992,90.45428684779576,89.7971431187221,91.9212902810396,90.92634576910528,87.96220478188113,84.27665347828089,0.2970565376559904,94.11292455936243,86.79564913622909,-2.1126980016354846,98.86754786071013,4.965726652435421,94.33999633789062
2015-09-17 00:00:00+00:00,94.05680847167969,94.33999633789062,95.51000213623047,92.9000015258789,93.37000274658203,27841800,59.49344810515584,92.49571446010044,90.78357206072126,89.7576192220052,92.52596679525236,91.18893427439646,88.08976061300132,84.37678624305313,0.5241526635140019,94.92071578942038,86.64642833202213,-12.985632862783552,128.42704392303227,4.7127648962954405,94.4000015258789
2015-09-18 00:00:00+00:00,94.11662292480469,94.4000015258789,95.19000244140625,93.05000305175781,93.19999694824219,62300000,59.63795198087896,93.06142861502511,91.02571487426758,89.71428607759022,92.99447547790899,91.43593944758742,88.21596543125887,84.47651972845439,0.7008904675612087,95.56482370180933,86.48660604672583,-12.319648692291604,119.680027867612,4.55590437711415,95.55000305175781
2015-09-21 00:00:00+00:00,95.26318359375,95.55000305175781,96.48999786376953,94.5199966430664,94.62000274658203,28790000,62.40596103483264,93.57142857142857,91.46285792759487,89.95190538678851,93.6333573713712,91.75240587867745,88.36264618366884,84.5867036421191,0.9231109147616223,96.45885184154777,86.46686401364197,-9.409359489662894,134.8407710101899,4.247074260104982,92.95999908447266
2015-09-22 00:00:00+00:00,92.68094635009766,92.95999908447266,94.68000030517578,91.91999816894531,93.7699966430664,36888900,53.50608104049463,93.70142800467355,91.8721433367048,90.28047688802083,93.46501779964657,91.84529766373863,88.45459324168492,84.67002001467984,0.8800854681436192,96.32311476648748,87.42117190692211,-36.057185384918114,74.21923347700948,3.6645489098839477,93.97000122070312
