Price,Adj Close,Close,High,Low,Open,Volume,RSI,SMA7,SMA14,SMA21,EMA7,EMA25,EMA99,EMA200,MACD,upper_band,lower_band,WR,CCI,Ulcer Index,close_next_day
Ticker,ATVI,ATVI,ATVI,ATVI,ATVI,ATVI,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,
